	y_predicted
0	0.00010869435703642526
1	8.230458036325324e-05
2	0.00011741371449160565
3	-0.0007750204669588998
4	-6.275329608234088e-05
5	8.144510423641177e-05
6	0.00011076566322783372
7	-0.0006830558459615086
8	8.230361785718503e-05
9	0.00014325919520697964
10	0.0001219459956682329
11	0.0001436808125112183
12	-0.0007705776018684082
13	-0.00022227496201226798
14	5.097729145172734e-05
15	-0.0005744880084902057
16	-0.0005744880084902057
17	0.000170567312966553
18	0.0001644536029548003
19	-0.0003019098424906577
20	0.00016117726133364193
21	0.00014164015500959197
22	-0.00048338813408487413
23	0.00015303694603209641
24	0.0001241716260439716
25	0.000150059926281418
26	0.00013411846212133408
27	0.0001360422078582105
28	-4.076718104848229e-05
29	5.8220615849735e-05
30	0.0001195145309103687
31	-0.00013677290314363186
32	0.00011269489161780315
33	1.3777713204953834e-05
34	4.8434647450596206e-05
35	-0.00017664768451412842
36	-0.00014095594194407982
37	0.00012620907684716794
38	-0.00013829254526961474
39	4.052644733189984e-05
40	-0.0004952159122315769
41	-0.00031252504635268815
42	-0.0005236988897071856
43	6.25321828843383e-05
44	-0.0007838685155792828
45	7.493646542912854e-05
46	-0.0010904620433695715
47	9.153063266464874e-05
48	0.00015643501737031115
49	-0.0006336719840788098
50	0.00015864393950907493
51	-6.694236123480789e-05
52	0.0001557125954273609
53	0.00016712925235006472
54	0.00016712925235006472
55	8.741935356915849e-05
56	0.00016712925235006472
57	0.000170567312966553
58	0.00016712925235006472
59	0.00016712925235006472
60	0.00016712925235006472
61	0.00016712925235006472
62	0.00016712925235006472
63	0.0001636566184881184
64	8.741935356915849e-05
65	0.00016712925235006472
66	0.0001636566184881184
67	0.00016712925235006472
68	0.00016712925235006472
69	0.00016712925235006472
70	0.00016712925235006472
71	0.0001636566184881184
72	0.0001636566184881184
73	0.00016712925235006472
74	0.0001636566184881184
75	0.00016712925235006472
76	0.00016712925235006472
77	0.0001636566184881184
78	0.00015689860873032175
79	0.00016688382508867007
80	0.00016688382508867007
81	0.00015689860873032175
82	0.00015342597486837537
83	0.00015689860873032175
84	0.00012329711820737636
85	0.0001336036077272952
86	0.00015689860873032175
87	0.00015342597486837537
88	0.00015342597486837537
89	9.884631006055062e-05
90	0.00015342597486837537
91	0.00016391851068441862
92	0.0001386480961496454
93	0.00016391851068441862
94	0.00012388474509821237
95	0.00015342597486837537
96	0.00011339220928216916
97	0.00011152255760617968
98	0.00020236044176318659
99	0.00016106808055170178
100	0.00015689860873032175
101	0.0001336036077272952
102	0.00016712925235006472
103	0.00015342597486837537
