	y_predicted
0	0.00017871598509272744
1	0.00010858287316321034
2	0.00015575588410112883
3	-0.0019930957172358444
4	0.0012074375339397442
5	6.623658780776124e-05
6	0.0003865246236932143
7	-0.001707216392631347
8	9.133799519358945e-05
9	0.00018572594475238508
10	0.00047414788796686655
11	0.0002561043310564167
12	-0.0009112012958600856
13	-0.0008017321803213556
14	0.00031206664627630374
15	-0.001324380966726707
16	-0.0012771660281058299
17	0.00032143075399247256
18	0.00014634611185956986
19	-0.0008277244348899864
20	0.00014634611185956986
21	0.00012910123388994898
22	-0.0008612622808639896
23	0.00012910123388994898
24	0.0002561043310564167
25	0.0002820965856250475
26	0.00011542201620146448
27	0.00018456067447938771
28	0.00047503490657780495
29	0.00010482573230096771
30	-1.0918685322454133e-05
31	-0.0003974161086270465
32	-2.816356329207502e-05
33	0.00018572594475238508
34	-4.070429698329975e-05
35	-0.00042340836319567726
36	-0.0004331039682606147
37	-3.585658255398444e-05
38	-0.00042340836319567726
39	-1.4712042414668971e-05
40	-0.0007948714073649443
41	-0.0004499507989471634
42	-0.0007053521110715768
43	-4.2210778036572984e-05
44	-0.0014655047860177076
45	3.4879285606171243e-05
46	-0.0014340081448422522
47	-6.0510013343294346e-05
48	-1.0918685322454133e-05
49	-0.002006000652379413
50	0.00012219890302764827
51	0.00013081798686959855
52	0.00012910123388994898
53	0.00014634611185956986
54	0.00014634611185956986
55	0.00012910123388994898
56	0.00014634611185956986
57	0.00014634611185956986
58	0.00014634611185956986
59	0.00014634611185956986
60	0.00014634611185956986
61	0.00014634611185956986
62	0.00014634611185956986
63	0.00014634611185956986
64	0.00012910123388994898
65	0.00014634611185956986
66	0.00014634611185956986
67	0.00014634611185956986
68	0.00014634611185956986
69	0.00014634611185956986
70	0.00014634611185956986
71	0.00014634611185956986
72	0.00014634611185956986
73	0.00014634611185956986
74	0.00014634611185956986
75	0.00014634611185956986
76	0.00014634611185956986
77	0.00014634611185956986
78	0.00014634611185956986
79	0.00012140821462803961
80	0.00012140821462803961
81	0.00012140821462803961
82	0.00014634611185956986
83	0.00014634611185956986
84	8.90617645768203e-05
85	9.675478383872967e-05
86	0.00012140821462803961
87	0.00012140821462803961
88	0.00014634611185956986
89	-8.723201817180311e-05
90	0.00012140821462803961
91	0.00016418202283915528
92	0.00012140821462803961
93	0.00016418202283915528
94	0.00016418202283915528
95	0.00012140821462803961
96	8.90617645768203e-05
97	0.0010833796842073605
98	0.00046392812844269594
99	0.00014634611185956986
100	0.00014634611185956986
101	7.181688660719942e-05
102	0.00014634611185956986
103	0.00014634611185956986
